Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2012Q2,S08000015,SB0801,,All Cancer Types,d,423,,424,
2012Q2,S08000016,S08000016,,Breast,,24,,25,
2012Q2,S08000016,S08000016,,Cervical,,1,,2,
2012Q2,S08000016,S08000016,,Colorectal,,177,,179,
2012Q2,S08000016,S08000016,,Head & Neck,,1,,2,
2012Q2,S08000016,S08000016,,Lung,,53,,68,
2012Q2,S08000016,S08000016,,Lymphoma,,483,,479,
2012Q2,S08000016,S08000016,,Melanoma,,53,,68,
2012Q2,S08000016,S08000016,,Ovarian,,423,,424,
2012Q2,S08000016,S08000016,,Upper GI,,148,,150,
2012Q2,S08000016,S08000016,,Urological,,239,,243,
2012Q2,S08000016,S08000016,,All Cancer Types,d,27,,28,
2012Q2,S08000016,S08000024,,Head & Neck,,260,,158,
2012Q2,S08000016,S08000024,,Lung,,1,,2,
2012Q2,S08000016,S08000024,,Ovarian,,1,,2,
2012Q2,S08000016,S08000024,,Upper GI,,157,,158,
2012Q2,S08000016,S08000024,,Urological,,483,,424,
2012Q2,S08000016,S08000024,,All Cancer Types,d,35,,14,
2012Q2,S08000016,S92000003,d,Breast,,24,,25,
2012Q2,S08000016,S92000003,d,Cervical,,1,,2,
2012Q2,S08000016,S92000003,d,Colorectal,,177,,179,
2012Q2,S08000016,S92000003,d,Head & Neck,,352,,265,
2012Q2,S08000016,S92000003,d,Lung,,81,,97,
2012Q2,S08000016,S92000003,d,Lymphoma,,483,,479,
2012Q2,S08000016,S92000003,d,Melanoma,,53,,68,
2012Q2,S08000016,S92000003,d,Ovarian,,483,,479,
2012Q2,S08000016,S92000003,d,Upper GI,,167,,168,
2012Q2,S08000016,S92000003,d,Urological,,300,,298,
2012Q2,S08000016,S92000003,d,All Cancer Types,d,44,,46,
2012Q2,S08000017,S08000017,,Breast,,158,,159,
2012Q2,S08000017,S08000017,,Colorectal,,310,,307,
2012Q2,S08000017,S08000017,,Head & Neck,,260,,265,
2012Q2,S08000017,S08000017,,Lung,,272,,277,
2012Q2,S08000017,S08000017,,Lymphoma,,572,,562,
2012Q2,S08000017,S08000017,,Melanoma,,352,,353,
2012Q2,S08000017,S08000017,,Ovarian,,157,,158,
2012Q2,S08000017,S08000017,,Upper GI,,81,,97,
2012Q2,S08000017,S08000017,,Urological,,218,,221,
2012Q2,S08000017,S08000017,,All Cancer Types,d,66,,81,
2012Q2,S08000017,S08000024,,Cervical,,1,,1,
2012Q2,S08000017,S08000024,,Colorectal,,1,,2,
2012Q2,S08000017,S08000024,,Head & Neck,,352,,353,
2012Q2,S08000017,S08000024,,Lung,,2,,3,
2012Q2,S08000017,S08000024,,Lymphoma,,1,,2,
2012Q2,S08000017,S08000024,,Upper GI,,1,,2,
2012Q2,S08000017,S08000024,,Urological,,24,,14,
2012Q2,S08000017,S08000024,,All Cancer Types,d,261,,243,
2012Q2,S08000017,S08000031,,Head & Neck,,1,,2,
2012Q2,S08000017,S08000031,,All Cancer Types,d,1,,2,
2012Q2,S08000017,S92000003,d,Breast,,158,,159,
2012Q2,S08000017,S92000003,d,Cervical,,1,,1,
2012Q2,S08000017,S92000003,d,Colorectal,,321,,314,
2012Q2,S08000017,S92000003,d,Head & Neck,,538,,527,
2012Q2,S08000017,S92000003,d,Lung,,376,,369,
2012Q2,S08000017,S92000003,d,Lymphoma,,2,,3,
2012Q2,S08000017,S92000003,d,Melanoma,,352,,353,
2012Q2,S08000017,S92000003,d,Ovarian,,157,,158,
2012Q2,S08000017,S92000003,d,Upper GI,,105,,114,
2012Q2,S08000017,S92000003,d,Urological,,337,,329,
2012Q2,S08000017,S92000003,d,All Cancer Types,d,135,,135,
2012Q2,S08000017,SB0801,,Lung,,157,,158,
2012Q2,S08000017,SB0801,,All Cancer Types,d,157,,158,
2012Q2,S08000019,S08000019,,Breast,,455,,455,
2012Q2,S08000019,S08000019,,Cervical,,1,,2,
2012Q2,S08000019,S08000019,,Colorectal,,415,,399,
2012Q2,S08000019,S08000019,,Head & Neck,,511,,504,
2012Q2,S08000019,S08000019,,Lung,,188,,190,
2012Q2,S08000019,S08000019,,Lymphoma,,24,,25,
2012Q2,S08000019,S08000019,,Melanoma,,511,,504,
2012Q2,S08000019,S08000019,,Ovarian,,1,,2,
2012Q2,S08000019,S08000019,,Upper GI,,167,,168,
2012Q2,S08000019,S08000019,,Urological,,467,,369,
2012Q2,S08000019,S08000019,,All Cancer Types,d,190,,175,
2012Q2,S08000019,S08000024,,Upper GI,,1,,2,
2012Q2,S08000019,S08000024,,All Cancer Types,d,1,,2,
2012Q2,S08000019,S08000031,,Breast,,260,,265,
2012Q2,S08000019,S08000031,,Cervical,,1,,2,
2012Q2,S08000019,S08000031,,Colorectal,,483,,479,
2012Q2,S08000019,S08000031,,Head & Neck,,572,,562,
2012Q2,S08000019,S08000031,,Lung,,53,,68,
2012Q2,S08000019,S08000031,,Ovarian,,260,,265,
2012Q2,S08000019,S08000031,,Upper GI,,511,,504,
2012Q2,S08000019,S08000031,,Urological,,352,,353,
2012Q2,S08000019,S08000031,,All Cancer Types,d,400,,399,
2012Q2,S08000019,S92000003,d,Breast,,471,,470,
2012Q2,S08000019,S92000003,d,Cervical,,157,,158,
2012Q2,S08000019,S92000003,d,Colorectal,,461,,450,
2012Q2,S08000019,S92000003,d,Head & Neck,,105,,114,
2012Q2,S08000019,S92000003,d,Lung,,424,,425,
2012Q2,S08000019,S92000003,d,Lymphoma,,24,,25,
2012Q2,S08000019,S92000003,d,Melanoma,,511,,504,
2012Q2,S08000019,S92000003,d,Ovarian,,352,,353,
2012Q2,S08000019,S92000003,d,Upper GI,,250,,254,
2012Q2,S08000019,S92000003,d,Urological,,484,,399,
2012Q2,S08000019,S92000003,d,All Cancer Types,d,253,,240,
2012Q2,S08000019,SB0801,,Lung,,35,,38,
2012Q2,S08000019,SB0801,,All Cancer Types,d,35,,38,
2012Q2,S08000020,S08000020,,Breast,,593,,581,
2012Q2,S08000020,S08000020,,Cervical,,511,,504,
2012Q2,S08000020,S08000020,,Colorectal,,585,,576,
2012Q2,S08000020,S08000020,,Head & Neck,,177,,168,
2012Q2,S08000020,S08000020,,Lung,,508,,498,
2012Q2,S08000020,S08000020,,Lymphoma,,337,,329,
2012Q2,S08000020,S08000020,,Melanoma,,198,,199,
2012Q2,S08000020,S08000020,,Ovarian,,572,,562,
2012Q2,S08000020,S08000020,,Upper GI,,440,,441,
2012Q2,S08000020,S08000020,,Urological,,31,,28,
2012Q2,S08000020,S08000020,,All Cancer Types,d,457,,453,
2012Q2,S08000020,S08000022,,Upper GI,,1,,2,
2012Q2,S08000020,S08000022,,All Cancer Types,d,1,,2,
2012Q2,S08000020,S08000024,,Urological,,1,,2,
2012Q2,S08000020,S08000024,,All Cancer Types,d,1,,2,
2012Q2,S08000020,S08000025,,Breast,,1,,2,
2012Q2,S08000020,S08000025,,All Cancer Types,d,1,,2,
2012Q2,S08000020,S92000003,d,Breast,,3,,4,
2012Q2,S08000020,S92000003,d,Cervical,,511,,504,
2012Q2,S08000020,S92000003,d,Colorectal,,585,,576,
2012Q2,S08000020,S92000003,d,Head & Neck,,177,,168,
2012Q2,S08000020,S92000003,d,Lung,,508,,498,
2012Q2,S08000020,S92000003,d,Lymphoma,,337,,329,
2012Q2,S08000020,S92000003,d,Melanoma,,198,,199,
2012Q2,S08000020,S92000003,d,Ovarian,,572,,562,
2012Q2,S08000020,S92000003,d,Upper GI,,447,,450,
2012Q2,S08000020,S92000003,d,Urological,,32,,29,
2012Q2,S08000020,S92000003,d,All Cancer Types,d,458,,454,
2012Q2,S08000022,S08000020,,Lung,,157,,158,
2012Q2,S08000022,S08000020,,Ovarian,,1,,2,
2012Q2,S08000022,S08000020,,All Cancer Types,d,260,,265,
2012Q2,S08000022,S08000022,,Breast,,484,,480,
2012Q2,S08000022,S08000022,,Cervical,,352,,353,
2012Q2,S08000022,S08000022,,Colorectal,,388,,382,
2012Q2,S08000022,S08000022,,Head & Neck,,24,,14,
2012Q2,S08000022,S08000022,,Lung,,455,,455,
2012Q2,S08000022,S08000022,,Lymphoma,,121,,129,
2012Q2,S08000022,S08000022,,Melanoma,,2,,3,
2012Q2,S08000022,S08000022,,Ovarian,,423,,424,
2012Q2,S08000022,S08000022,,Upper GI,,250,,254,
2012Q2,S08000022,S08000022,,Urological,,484,,450,
2012Q2,S08000022,S08000022,,All Cancer Types,d,257,,252,
2012Q2,S08000022,S08000024,,Lung,,1,,2,
2012Q2,S08000022,S08000024,,All Cancer Types,d,1,,2,
2012Q2,S08000022,S08000031,,Colorectal,,1,,2,
2012Q2,S08000022,S08000031,,Head & Neck,,1,,2,
2012Q2,S08000022,S08000031,,Lung,,1,,2,
2012Q2,S08000022,S08000031,,Ovarian,,1,,1,
2012Q2,S08000022,S08000031,,Upper GI,,157,,158,
2012Q2,S08000022,S08000031,,All Cancer Types,d,483,,424,
2012Q2,S08000022,S92000003,d,Breast,,484,,480,
2012Q2,S08000022,S92000003,d,Cervical,,352,,353,
2012Q2,S08000022,S92000003,d,Colorectal,,394,,389,
2012Q2,S08000022,S92000003,d,Head & Neck,,35,,25,
2012Q2,S08000022,S92000003,d,Lung,,478,,476,
2012Q2,S08000022,S92000003,d,Lymphoma,,121,,129,
2012Q2,S08000022,S92000003,d,Melanoma,,2,,3,
2012Q2,S08000022,S92000003,d,Ovarian,,511,,479,
2012Q2,S08000022,S92000003,d,Upper GI,,272,,277,
2012Q2,S08000022,S92000003,d,Urological,,484,,450,
2012Q2,S08000022,S92000003,d,All Cancer Types,d,269,,263,
2012Q2,S08000022,SB0801,,Lung,,1,,2,
2012Q2,S08000022,SB0801,,All Cancer Types,d,1,,2,
2012Q2,S08000024,S08000016,,Breast,,1,,2,
2012Q2,S08000024,S08000016,,All Cancer Types,d,1,,2,
2012Q2,S08000024,S08000019,,Breast,,352,,353,
2012Q2,S08000024,S08000019,,All Cancer Types,d,352,,353,
2012Q2,S08000024,S08000024,,Breast,,160,,160,
2012Q2,S08000024,S08000024,,Cervical,,423,,265,
2012Q2,S08000024,S08000024,,Colorectal,,23,,12,
2012Q2,S08000024,S08000024,,Head & Neck,,461,,455,
2012Q2,S08000024,S08000024,,Lung,,112,,119,
2012Q2,S08000024,S08000024,,Lymphoma,,330,,329,
2012Q2,S08000024,S08000024,,Melanoma,,415,,417,
2012Q2,S08000024,S08000024,,Ovarian,,228,,199,
2012Q2,S08000024,S08000024,,Upper GI,,539,,528,
2012Q2,S08000024,S08000024,,Urological,,66,,49,
2012Q2,S08000024,S08000024,,All Cancer Types,d,563,,549,
2012Q2,S08000024,S08000029,,Breast,,1,,2,
2012Q2,S08000024,S08000029,,All Cancer Types,d,1,,2,
2012Q2,S08000024,S92000003,d,Breast,,166,,166,
2012Q2,S08000024,S92000003,d,Cervical,,423,,265,
2012Q2,S08000024,S92000003,d,Colorectal,,23,,12,
2012Q2,S08000024,S92000003,d,Head & Neck,,461,,455,
2012Q2,S08000024,S92000003,d,Lung,,112,,119,
2012Q2,S08000024,S92000003,d,Lymphoma,,330,,329,
2012Q2,S08000024,S92000003,d,Melanoma,,415,,417,
2012Q2,S08000024,S92000003,d,Ovarian,,228,,199,
2012Q2,S08000024,S92000003,d,Upper GI,,539,,528,
2012Q2,S08000024,S92000003,d,Urological,,66,,49,
2012Q2,S08000024,S92000003,d,All Cancer Types,d,567,,552,
2012Q2,S08000025,S08000020,,Breast,,157,,158,
2012Q2,S08000025,S08000020,,Colorectal,,1,,2,
2012Q2,S08000025,S08000020,,Lymphoma,,157,,158,
2012Q2,S08000025,S08000020,,Urological,,157,,158,
2012Q2,S08000025,S08000020,,All Cancer Types,d,511,,504,
2012Q2,S08000025,S08000025,,Upper GI,,157,,158,
2012Q2,S08000025,S08000025,,All Cancer Types,d,157,,158,
2012Q2,S08000025,S92000003,d,Breast,,157,,158,
2012Q2,S08000025,S92000003,d,Colorectal,,1,,2,
2012Q2,S08000025,S92000003,d,Lymphoma,,157,,158,
2012Q2,S08000025,S92000003,d,Upper GI,,157,,158,
2012Q2,S08000025,S92000003,d,Urological,,157,,158,
2012Q2,S08000025,S92000003,d,All Cancer Types,d,572,,562,
2012Q2,S08000026,S08000020,,Head & Neck,,1,,2,
2012Q2,S08000026,S08000020,,Ovarian,,1,,2,
2012Q2,S08000026,S08000020,,Urological,,260,,265,
2012Q2,S08000026,S08000020,,All Cancer Types,d,423,,424,
2012Q2,S08000026,S08000026,,Breast,,1,,2,
2012Q2,S08000026,S08000026,,Colorectal,,157,,158,
2012Q2,S08000026,S08000026,,Lymphoma,,1,,2,
2012Q2,S08000026,S08000026,,Melanoma,,1,,2,
2012Q2,S08000026,S08000026,,Upper GI,,1,,2,
2012Q2,S08000026,S08000026,,Urological,,483,,479,
2012Q2,S08000026,S08000026,,All Cancer Types,d,24,,25,
2012Q2,S08000026,S08000031,,Upper GI,,1,,2,
2012Q2,S08000026,S08000031,,All Cancer Types,d,1,,2,
2012Q2,S08000026,S92000003,d,Breast,,1,,2,
2012Q2,S08000026,S92000003,d,Colorectal,,157,,158,
2012Q2,S08000026,S92000003,d,Head & Neck,,1,,2,
2012Q2,S08000026,S92000003,d,Lymphoma,,1,,2,
2012Q2,S08000026,S92000003,d,Melanoma,,1,,2,
2012Q2,S08000026,S92000003,d,Ovarian,,1,,2,
2012Q2,S08000026,S92000003,d,Upper GI,,157,,158,
2012Q2,S08000026,S92000003,d,Urological,,572,,562,
2012Q2,S08000026,S92000003,d,All Cancer Types,d,137,,140,
2012Q2,S08000028,S08000022,,Colorectal,,260,,265,
2012Q2,S08000028,S08000022,,Lung,,1,,2,
2012Q2,S08000028,S08000022,,Upper GI,,260,,265,
2012Q2,S08000028,S08000022,,Urological,,352,,353,
2012Q2,S08000028,S08000022,,All Cancer Types,d,13,,14,
2012Q2,S08000028,S08000028,,Colorectal,,352,,353,
2012Q2,S08000028,S08000028,,Head & Neck,,1,,2,
2012Q2,S08000028,S08000028,,Lung,,1,,2,
2012Q2,S08000028,S08000028,,Ovarian,,1,,2,
2012Q2,S08000028,S08000028,,All Cancer Types,d,511,,504,
2012Q2,S08000028,S08000031,,Colorectal,,1,,2,
2012Q2,S08000028,S08000031,,Lung,,1,,2,
2012Q2,S08000028,S08000031,,Ovarian,,1,,2,
2012Q2,S08000028,S08000031,,All Cancer Types,d,260,,265,
2012Q2,S08000028,S92000003,d,Colorectal,,538,,527,
2012Q2,S08000028,S92000003,d,Head & Neck,,1,,2,
2012Q2,S08000028,S92000003,d,Lung,,260,,265,
2012Q2,S08000028,S92000003,d,Ovarian,,157,,158,
2012Q2,S08000028,S92000003,d,Upper GI,,260,,265,
2012Q2,S08000028,S92000003,d,Urological,,352,,353,
2012Q2,S08000028,S92000003,d,All Cancer Types,d,167,,168,
2012Q2,S08000029,S08000019,,Urological,,1,,2,
2012Q2,S08000029,S08000019,,All Cancer Types,d,1,,2,
2012Q2,S08000029,S08000024,,Cervical,,260,,265,
2012Q2,S08000029,S08000024,,Colorectal,,260,,265,
2012Q2,S08000029,S08000024,,Head & Neck,,177,,179,
2012Q2,S08000029,S08000024,,Lung,,188,,190,
2012Q2,S08000029,S08000024,,Melanoma,,1,,2,
2012Q2,S08000029,S08000024,,Ovarian,,157,,158,
2012Q2,S08000029,S08000024,,Upper GI,,53,,68,
2012Q2,S08000029,S08000024,,Urological,,352,,353,
2012Q2,S08000029,S08000024,,All Cancer Types,d,518,,510,
2012Q2,S08000029,S08000029,,Breast,,321,,323,
2012Q2,S08000029,S08000029,,Colorectal,,405,,408,
2012Q2,S08000029,S08000029,,Head & Neck,,511,,504,
2012Q2,S08000029,S08000029,,Lung,,330,,329,
2012Q2,S08000029,S08000029,,Lymphoma,,105,,114,
2012Q2,S08000029,S08000029,,Melanoma,,81,,97,
2012Q2,S08000029,S08000029,,Ovarian,,352,,265,
2012Q2,S08000029,S08000029,,Upper GI,,228,,232,
2012Q2,S08000029,S08000029,,Urological,,522,,498,
2012Q2,S08000029,S08000029,,All Cancer Types,d,222,,218,
2012Q2,S08000029,S08000030,,Lung,,1,,2,
2012Q2,S08000029,S08000030,,Urological,,1,,2,
2012Q2,S08000029,S08000030,,All Cancer Types,d,157,,158,
2012Q2,S08000029,S92000003,d,Breast,,321,,323,
2012Q2,S08000029,S92000003,d,Cervical,,260,,265,
2012Q2,S08000029,S92000003,d,Colorectal,,431,,433,
2012Q2,S08000029,S92000003,d,Head & Neck,,250,,254,
2012Q2,S08000029,S92000003,d,Lung,,489,,484,
2012Q2,S08000029,S92000003,d,Lymphoma,,105,,114,
2012Q2,S08000029,S92000003,d,Melanoma,,105,,114,
2012Q2,S08000029,S92000003,d,Ovarian,,483,,424,
2012Q2,S08000029,S92000003,d,Upper GI,,359,,357,
2012Q2,S08000029,S92000003,d,Urological,,539,,515,
2012Q2,S08000029,S92000003,d,All Cancer Types,d,299,,301,
2012Q2,S08000030,S08000024,,Lung,,572,,562,
2012Q2,S08000030,S08000024,,Urological,,1,,2,
2012Q2,S08000030,S08000024,,All Cancer Types,d,2,,3,
2012Q2,S08000030,S08000030,,Breast,,9,,10,
2012Q2,S08000030,S08000030,,Cervical,,423,,424,
2012Q2,S08000030,S08000030,,Colorectal,,508,,498,
2012Q2,S08000030,S08000030,,Head & Neck,,218,,221,
2012Q2,S08000030,S08000030,,Lung,,509,,501,
2012Q2,S08000030,S08000030,,Lymphoma,,121,,129,
2012Q2,S08000030,S08000030,,Melanoma,,346,,323,
2012Q2,S08000030,S08000030,,Ovarian,,13,,14,
2012Q2,S08000030,S08000030,,Upper GI,,461,,455,
2012Q2,S08000030,S08000030,,Urological,,575,,557,
2012Q2,S08000030,S08000030,,All Cancer Types,d,413,,409,
2012Q2,S08000030,S92000003,d,Breast,,9,,10,
2012Q2,S08000030,S92000003,d,Cervical,,423,,424,
2012Q2,S08000030,S92000003,d,Colorectal,,508,,498,
2012Q2,S08000030,S92000003,d,Head & Neck,,218,,221,
2012Q2,S08000030,S92000003,d,Lung,,533,,525,
2012Q2,S08000030,S92000003,d,Lymphoma,,121,,129,
2012Q2,S08000030,S92000003,d,Melanoma,,346,,323,
2012Q2,S08000030,S92000003,d,Ovarian,,13,,14,
2012Q2,S08000030,S92000003,d,Upper GI,,461,,455,
2012Q2,S08000030,S92000003,d,Urological,,577,,560,
2012Q2,S08000030,S92000003,d,All Cancer Types,d,422,,418,
2012Q2,S08000031,S08000022,,Colorectal,,157,,158,
2012Q2,S08000031,S08000022,,All Cancer Types,d,157,,158,
2012Q2,S08000031,S08000024,,Upper GI,,260,,158,
2012Q2,S08000031,S08000024,,All Cancer Types,d,260,,158,
2012Q2,S08000031,S08000031,,Breast,,280,,284,
2012Q2,S08000031,S08000031,,Cervical,,352,,353,
2012Q2,S08000031,S08000031,,Colorectal,,176,,171,
2012Q2,S08000031,S08000031,,Head & Neck,,553,,536,
2012Q2,S08000031,S08000031,,Lung,,226,,228,
2012Q2,S08000031,S08000031,,Lymphoma,,461,,459,
2012Q2,S08000031,S08000031,,Melanoma,,558,,553,
2012Q2,S08000031,S08000031,,Ovarian,,2,,3,
2012Q2,S08000031,S08000031,,Upper GI,,29,,30,
2012Q2,S08000031,S08000031,,Urological,,219,,213,
2012Q2,S08000031,S08000031,,All Cancer Types,d,61,,71,
2012Q2,S08000031,S08000032,,Breast,,538,,527,
2012Q2,S08000031,S08000032,,All Cancer Types,d,538,,527,
2012Q2,S08000031,S92000003,d,Breast,,289,,292,
2012Q2,S08000031,S92000003,d,Cervical,,352,,353,
2012Q2,S08000031,S92000003,d,Colorectal,,178,,173,
2012Q2,S08000031,S92000003,d,Head & Neck,,553,,536,
2012Q2,S08000031,S92000003,d,Lung,,277,,280,
2012Q2,S08000031,S92000003,d,Lymphoma,,461,,459,
2012Q2,S08000031,S92000003,d,Melanoma,,558,,553,
2012Q2,S08000031,S92000003,d,Ovarian,,2,,3,
2012Q2,S08000031,S92000003,d,Upper GI,,32,,32,
2012Q2,S08000031,S92000003,d,Urological,,220,,214,
2012Q2,S08000031,S92000003,d,All Cancer Types,d,76,,89,
2012Q2,S08000031,SB0801,,Lung,,394,,389,
2012Q2,S08000031,SB0801,,Urological,,1,,2,
2012Q2,S08000031,SB0801,,All Cancer Types,d,400,,399,
2012Q2,S08000032,S08000024,,Upper GI,,1,,2,
2012Q2,S08000032,S08000024,,All Cancer Types,d,1,,2,
2012Q2,S08000032,S08000031,,Breast,,157,,158,
2012Q2,S08000032,S08000031,,Cervical,,483,,479,
2012Q2,S08000032,S08000031,,Colorectal,,572,,562,
2012Q2,S08000032,S08000031,,Head & Neck,,2,,3,
2012Q2,S08000032,S08000031,,Lung,,228,,221,
2012Q2,S08000032,S08000031,,Melanoma,,483,,479,
2012Q2,S08000032,S08000031,,Ovarian,,260,,265,
2012Q2,S08000032,S08000031,,Upper GI,,2,,3,
2012Q2,S08000032,S08000031,,Urological,,157,,158,
2012Q2,S08000032,S08000031,,All Cancer Types,d,524,,515,
2012Q2,S08000032,S08000032,,Breast,,550,,537,
2012Q2,S08000032,S08000032,,Cervical,,1,,2,
2012Q2,S08000032,S08000032,,Colorectal,,520,,510,
2012Q2,S08000032,S08000032,,Head & Neck,,158,,159,
2012Q2,S08000032,S08000032,,Lung,,508,,498,
2012Q2,S08000032,S08000032,,Lymphoma,,228,,232,
2012Q2,S08000032,S08000032,,Melanoma,,167,,159,
2012Q2,S08000032,S08000032,,Ovarian,,157,,158,
2012Q2,S08000032,S08000032,,Upper GI,,337,,338,
2012Q2,S08000032,S08000032,,Urological,,550,,534,
2012Q2,S08000032,S08000032,,All Cancer Types,d,366,,360,
2012Q2,S08000032,S92000003,d,Breast,,556,,548,
2012Q2,S08000032,S92000003,d,Cervical,,511,,504,
2012Q2,S08000032,S92000003,d,Colorectal,,545,,534,
2012Q2,S08000032,S92000003,d,Head & Neck,,261,,266,
2012Q2,S08000032,S92000003,d,Lung,,17,,17,
2012Q2,S08000032,S92000003,d,Lymphoma,,228,,232,
2012Q2,S08000032,S92000003,d,Melanoma,,228,,221,
2012Q2,S08000032,S92000003,d,Ovarian,,423,,424,
2012Q2,S08000032,S92000003,d,Upper GI,,415,,417,
2012Q2,S08000032,S92000003,d,Urological,,556,,537,
2012Q2,S08000032,S92000003,d,All Cancer Types,d,432,,429,
2012Q2,S08000032,SB0801,,Lung,,137,,140,
2012Q2,S08000032,SB0801,,All Cancer Types,d,137,,140,
2012Q3,S08000015,S08000015,,Breast,,3,,4,
2012Q3,S08000015,S08000015,,Cervical,,483,,479,
2012Q3,S08000015,S08000015,,Colorectal,,440,,433,
2012Q3,S08000015,S08000015,,Head & Neck,,158,,159,
2012Q3,S08000015,S08000015,,Lung,,461,,459,
2012Q3,S08000015,S08000015,,Lymphoma,,24,,25,
2012Q3,S08000015,S08000015,,Melanoma,,218,,221,
2012Q3,S08000015,S08000015,,Ovarian,,13,,14,
2012Q3,S08000015,S08000015,,Upper GI,,177,,179,
2012Q3,S08000015,S08000015,,Urological,,504,,495,
2012Q3,S08000015,S08000015,,All Cancer Types,d,331,,328,
2012Q3,S08000015,S08000017,,Breast,,157,,158,
2012Q3,S08000015,S08000017,,All Cancer Types,d,157,,158,
2012Q3,S08000015,S08000019,,Urological,,1,,2,
2012Q3,S08000015,S08000019,,All Cancer Types,d,1,,2,
2012Q3,S08000015,S08000024,,Upper GI,,1,,2,
2012Q3,S08000015,S08000024,,All Cancer Types,d,1,,2,
2012Q3,S08000015,S08000031,,Breast,,260,,265,
2012Q3,S08000015,S08000031,,Colorectal,,538,,527,
2012Q3,S08000015,S08000031,,Head & Neck,,572,,562,
2012Q3,S08000015,S08000031,,Lung,,158,,159,
2012Q3,S08000015,S08000031,,Melanoma,,260,,265,
2012Q3,S08000015,S08000031,,Ovarian,,572,,562,
2012Q3,S08000015,S08000031,,Upper GI,,105,,114,
2012Q3,S08000015,S08000031,,Urological,,13,,504,
2012Q3,S08000015,S08000031,,All Cancer Types,d,536,,516,
2012Q3,S08000015,S92000003,d,Breast,,8,,9,
2012Q3,S08000015,S92000003,d,Cervical,,483,,479,
2012Q3,S08000015,S92000003,d,Colorectal,,484,,476,
2012Q3,S08000015,S92000003,d,Head & Neck,,250,,254,
2012Q3,S08000015,S92000003,d,Lung,,533,,525,
2012Q3,S08000015,S92000003,d,Lymphoma,,24,,25,
2012Q3,S08000015,S92000003,d,Melanoma,,250,,254,
2012Q3,S08000015,S92000003,d,Ovarian,,158,,159,
2012Q3,S08000015,S92000003,d,Upper GI,,346,,346,
2012Q3,S08000015,S92000003,d,Urological,,533,,515,
2012Q3,S08000015,S92000003,d,All Cancer Types,d,391,,383,
2012Q3,S08000015,SB0801,,Lung,,260,,265,
2012Q3,S08000015,SB0801,,All Cancer Types,d,260,,265,
2012Q3,S08000016,S08000016,,Breast,,105,,114,
2012Q3,S08000016,S08000016,,Cervical,,1,,2,
2012Q3,S08000016,S08000016,,Colorectal,,121,,129,
2012Q3,S08000016,S08000016,,Head & Neck,,157,,158,
2012Q3,S08000016,S08000016,,Lung,,35,,38,
2012Q3,S08000016,S08000016,,Lymphoma,,572,,562,
2012Q3,S08000016,S08000016,,Melanoma,,157,,158,
2012Q3,S08000016,S08000016,,Ovarian,,483,,479,
2012Q3,S08000016,S08000016,,Upper GI,,13,,14,
2012Q3,S08000016,S08000016,,Urological,,272,,277,
2012Q3,S08000016,S08000016,,All Cancer Types,d,11,,12,
2012Q3,S08000016,S08000024,,Breast,,1,,2,
2012Q3,S08000016,S08000024,,Cervical,,1,,2,
2012Q3,S08000016,S08000024,,Colorectal,,157,,158,
2012Q3,S08000016,S08000024,,Head & Neck,,423,,424,
2012Q3,S08000016,S08000024,,Lung,,423,,424,
2012Q3,S08000016,S08000024,,Lymphoma,,157,,158,
2012Q3,S08000016,S08000024,,Melanoma,,1,,2,
2012Q3,S08000016,S08000024,,Upper GI,,157,,158,
2012Q3,S08000016,S08000024,,Urological,,423,,424,
2012Q3,S08000016,S08000024,,All Cancer Types,d,198,,199,
2012Q3,S08000016,S92000003,d,Breast,,121,,129,
2012Q3,S08000016,S92000003,d,Cervical,,157,,158,
2012Q3,S08000016,S92000003,d,Colorectal,,148,,150,
2012Q3,S08000016,S92000003,d,Head & Neck,,511,,504,
2012Q3,S08000016,S92000003,d,Lung,,137,,140,
2012Q3,S08000016,S92000003,d,Lymphoma,,13,,14,
2012Q3,S08000016,S92000003,d,Melanoma,,260,,265,
2012Q3,S08000016,S92000003,d,Ovarian,,483,,479,
2012Q3,S08000016,S92000003,d,Upper GI,,35,,38,
2012Q3,S08000016,S92000003,d,Urological,,321,,323,
2012Q3,S08000016,S92000003,d,All Cancer Types,d,38,,42,
2012Q3,S08000017,S08000017,,Breast,,272,,277,
2012Q3,S08000017,S08000017,,Cervical,,260,,265,
2012Q3,S08000017,S08000017,,Colorectal,,310,,314,
2012Q3,S08000017,S08000017,,Head & Neck,,157,,158,
2012Q3,S08000017,S08000017,,Lung,,13,,14,
2012Q3,S08000017,S08000017,,Lymphoma,,572,,562,
2012Q3,S08000017,S08000017,,Melanoma,,35,,25,
2012Q3,S08000017,S08000017,,Ovarian,,352,,353,
2012Q3,S08000017,S08000017,,Upper GI,,105,,114,
2012Q3,S08000017,S08000017,,Urological,,346,,338,
2012Q3,S08000017,S08000017,,All Cancer Types,d,113,,117,
2012Q3,S08000017,S08000024,,Cervical,,1,,2,
2012Q3,S08000017,S08000024,,Colorectal,,1,,2,
2012Q3,S08000017,S08000024,,Head & Neck,,352,,353,
2012Q3,S08000017,S08000024,,Lung,,352,,353,
