Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2012Q2,S08000019,,SB0801,Lung,,316,,306,
2012Q2,S08000019,,SB0801,All Cancer Types,d,316,,306,
2012Q2,S08000020,,S08000020,Breast,,363,,368,
2012Q2,S08000020,,S08000020,Cervical,,340,,331,
2012Q2,S08000020,,S08000020,Colorectal,,345,,310,
2012Q2,S08000020,,S08000020,Head & Neck,,340,,306,
2012Q2,S08000020,,S08000020,Lung,,298,,293,
2012Q2,S08000020,,S08000020,Lymphoma,,91,,45,
2012Q2,S08000020,,S08000020,Melanoma,,396,,388,
2012Q2,S08000020,,S08000020,Ovarian,,340,,306,
2012Q2,S08000020,,S08000020,Upper GI,,204,,204,
2012Q2,S08000020,,S08000020,Urological,,248,,238,
2012Q2,S08000020,,S08000020,All Cancer Types,d,220,,209,
2012Q2,S08000020,,S08000024,Urological,,1,,1,
2012Q2,S08000020,,S08000024,All Cancer Types,d,1,,1,
2012Q2,S08000020,,S08000025,Breast,,1,,2,
2012Q2,S08000020,,S08000025,All Cancer Types,d,1,,2,
2012Q2,S08000022,,S08000020,Lung,,113,,109,
2012Q2,S08000022,,S08000020,All Cancer Types,d,113,,109,
2012Q2,S08000022,,S08000022,Breast,,257,,243,
2012Q2,S08000022,,S08000022,Cervical,,113,,109,
2012Q2,S08000022,,S08000022,Colorectal,,185,,161,
2012Q2,S08000022,,S08000022,Head & Neck,,252,,240,
2012Q2,S08000022,,S08000022,Lung,,223,,222,
2012Q2,S08000022,,S08000022,Lymphoma,,368,,369,
2012Q2,S08000022,,S08000022,Melanoma,,203,,203,
2012Q2,S08000022,,S08000022,Ovarian,,252,,240,
2012Q2,S08000022,,S08000022,Upper GI,,48,,45,
2012Q2,S08000022,,S08000022,Urological,,81,,56,
2012Q2,S08000022,,S08000022,All Cancer Types,d,63,,55,
2012Q2,S08000022,,S08000024,Lung,,1,,2,
2012Q2,S08000022,,S08000024,All Cancer Types,d,1,,2,
2012Q2,S08000022,,S08000031,Colorectal,,1,,2,
2012Q2,S08000022,,S08000031,Head & Neck,,1,,2,
2012Q2,S08000022,,S08000031,Lung,,1,,2,
2012Q2,S08000022,,S08000031,Ovarian,,1,,2,
2012Q2,S08000022,,S08000031,All Cancer Types,d,252,,240,
2012Q2,S08000022,,SB0801,Lung,,1,,1,
2012Q2,S08000022,,SB0801,All Cancer Types,d,1,,1,
2012Q2,S08000024,,S08000016,Breast,,1,,2,
2012Q2,S08000024,,S08000016,All Cancer Types,d,1,,2,
2012Q2,S08000024,,S08000019,Breast,,252,,240,
2012Q2,S08000024,,S08000019,All Cancer Types,d,252,,240,
2012Q2,S08000024,,S08000024,Breast,,71,,68,
2012Q2,S08000024,,S08000024,Cervical,,113,,2,
2012Q2,S08000024,,S08000024,Colorectal,,6,,386,
2012Q2,S08000024,,S08000024,Head & Neck,,135,,110,
2012Q2,S08000024,,S08000024,Lung,,390,,370,
2012Q2,S08000024,,S08000024,Lymphoma,,102,,99,
2012Q2,S08000024,,S08000024,Melanoma,,166,,161,
2012Q2,S08000024,,S08000024,Ovarian,,102,,99,
2012Q2,S08000024,,S08000024,Upper GI,,306,,295,
2012Q2,S08000024,,S08000024,Urological,,332,,297,
2012Q2,S08000024,,S08000024,All Cancer Types,d,305,,288,
2012Q2,S08000024,,S08000029,Breast,,1,,2,
2012Q2,S08000024,,S08000029,All Cancer Types,d,1,,2,
2012Q2,S08000025,,S08000020,Breast,,1,,2,
2012Q2,S08000025,,S08000020,Colorectal,,1,,1,
2012Q2,S08000025,,S08000020,Lymphoma,,113,,109,
2012Q2,S08000025,,S08000020,All Cancer Types,d,252,,203,
2012Q2,S08000025,,S08000025,Upper GI,,113,,109,
2012Q2,S08000025,,S08000025,All Cancer Types,d,113,,109,
2012Q2,S08000026,,S08000020,Ovarian,,1,,2,
2012Q2,S08000026,,S08000020,Urological,,1,,2,
2012Q2,S08000026,,S08000020,All Cancer Types,d,113,,109,
2012Q2,S08000026,,S08000026,Breast,,1,,2,
2012Q2,S08000026,,S08000026,Lymphoma,,1,,2,
2012Q2,S08000026,,S08000026,Melanoma,,1,,2,
2012Q2,S08000026,,S08000026,Urological,,203,,203,
2012Q2,S08000026,,S08000026,All Cancer Types,d,316,,306,
2012Q2,S08000028,,S08000022,Colorectal,,113,,109,
2012Q2,S08000028,,S08000022,Lung,,1,,2,
2012Q2,S08000028,,S08000022,Upper GI,,203,,203,
2012Q2,S08000028,,S08000022,Urological,,203,,203,
2012Q2,S08000028,,S08000022,All Cancer Types,d,396,,388,
2012Q2,S08000028,,S08000028,Colorectal,,252,,240,
2012Q2,S08000028,,S08000028,Head & Neck,,1,,2,
2012Q2,S08000028,,S08000028,Lung,,1,,2,
2012Q2,S08000028,,S08000028,Ovarian,,1,,2,
2012Q2,S08000028,,S08000028,All Cancer Types,d,340,,331,
2012Q2,S08000028,,S08000031,Colorectal,,1,,2,
2012Q2,S08000028,,S08000031,Lung,,1,,2,
2012Q2,S08000028,,S08000031,All Cancer Types,d,113,,109,
2012Q2,S08000029,,S08000019,Urological,,1,,2,
2012Q2,S08000029,,S08000019,All Cancer Types,d,1,,2,
2012Q2,S08000029,,S08000024,Cervical,,1,,2,
2012Q2,S08000029,,S08000024,Colorectal,,1,,2,
2012Q2,S08000029,,S08000024,Head & Neck,,340,,306,
2012Q2,S08000029,,S08000024,Lung,,59,,14,
2012Q2,S08000029,,S08000024,Ovarian,,113,,109,
2012Q2,S08000029,,S08000024,Upper GI,,368,,369,
2012Q2,S08000029,,S08000024,Urological,,203,,109,
2012Q2,S08000029,,S08000024,All Cancer Types,d,240,,211,
2012Q2,S08000029,,S08000029,Breast,,135,,132,
2012Q2,S08000029,,S08000029,Colorectal,,166,,110,
2012Q2,S08000029,,S08000029,Head & Neck,,1,,2,
2012Q2,S08000029,,S08000029,Lung,,198,,187,
2012Q2,S08000029,,S08000029,Lymphoma,,203,,203,
2012Q2,S08000029,,S08000029,Melanoma,,203,,203,
2012Q2,S08000029,,S08000029,Ovarian,,113,,109,
2012Q2,S08000029,,S08000029,Upper GI,,59,,56,
2012Q2,S08000029,,S08000029,Urological,,166,,143,
2012Q2,S08000029,,S08000029,All Cancer Types,d,35,,21,
2012Q2,S08000029,,S08000030,Lung,,1,,2,
2012Q2,S08000029,,S08000030,All Cancer Types,d,1,,2,
2012Q2,S08000030,,S08000024,Lung,,252,,109,
2012Q2,S08000030,,S08000024,All Cancer Types,d,252,,109,
2012Q2,S08000030,,S08000030,Breast,,338,,328,
2012Q2,S08000030,,S08000030,Cervical,,113,,109,
2012Q2,S08000030,,S08000030,Colorectal,,198,,161,
2012Q2,S08000030,,S08000030,Head & Neck,,340,,331,
2012Q2,S08000030,,S08000030,Lung,,265,,254,
2012Q2,S08000030,,S08000030,Lymphoma,,1,,2,
2012Q2,S08000030,,S08000030,Melanoma,,340,,331,
2012Q2,S08000030,,S08000030,Ovarian,,252,,240,
2012Q2,S08000030,,S08000030,Upper GI,,190,,187,
2012Q2,S08000030,,S08000030,Urological,,198,,170,
2012Q2,S08000030,,S08000030,All Cancer Types,d,136,,125,
2012Q2,S08000031,,S08000022,Colorectal,,113,,109,
2012Q2,S08000031,,S08000022,All Cancer Types,d,113,,109,
2012Q2,S08000031,,S08000024,Upper GI,,203,,109,
2012Q2,S08000031,,S08000024,All Cancer Types,d,203,,109,
2012Q2,S08000031,,S08000031,Breast,,142,,139,
2012Q2,S08000031,,S08000031,Cervical,,1,,2,
2012Q2,S08000031,,S08000031,Colorectal,,5,,390,
2012Q2,S08000031,,S08000031,Head & Neck,,236,,231,
2012Q2,S08000031,,S08000031,Lung,,54,,48,
2012Q2,S08000031,,S08000031,Lymphoma,,70,,67,
2012Q2,S08000031,,S08000031,Melanoma,,257,,241,
2012Q2,S08000031,,S08000031,Ovarian,,284,,279,
2012Q2,S08000031,,S08000031,Upper GI,,334,,315,
2012Q2,S08000031,,S08000031,Urological,,9,,398,
2012Q2,S08000031,,S08000031,All Cancer Types,d,353,,339,
2012Q2,S08000031,,S08000032,Breast,,368,,369,
2012Q2,S08000031,,S08000032,All Cancer Types,d,368,,369,
2012Q2,S08000031,,SB0801,Lung,,102,,56,
2012Q2,S08000031,,SB0801,Urological,,1,,2,
2012Q2,S08000031,,SB0801,All Cancer Types,d,114,,67,
2012Q2,S08000032,,S08000031,Cervical,,203,,203,
2012Q2,S08000032,,S08000031,Colorectal,,284,,240,
2012Q2,S08000032,,S08000031,Head & Neck,,252,,240,
2012Q2,S08000032,,S08000031,Lung,,70,,67,
2012Q2,S08000032,,S08000031,Melanoma,,284,,240,
2012Q2,S08000032,,S08000031,Ovarian,,203,,203,
2012Q2,S08000032,,S08000031,Upper GI,,316,,306,
2012Q2,S08000032,,S08000031,Urological,,1,,2,
2012Q2,S08000032,,S08000031,All Cancer Types,d,263,,243,
2012Q2,S08000032,,S08000032,Breast,,310,,302,
2012Q2,S08000032,,S08000032,Cervical,,1,,2,
2012Q2,S08000032,,S08000032,Colorectal,,278,,254,
2012Q2,S08000032,,S08000032,Head & Neck,,2,,3,
2012Q2,S08000032,,S08000032,Lung,,285,,280,
2012Q2,S08000032,,S08000032,Lymphoma,,368,,369,
2012Q2,S08000032,,S08000032,Melanoma,,2,,3,
2012Q2,S08000032,,S08000032,Ovarian,,1,,2,
2012Q2,S08000032,,S08000032,Upper GI,,156,,153,
2012Q2,S08000032,,S08000032,Urological,,211,,195,
2012Q2,S08000032,,S08000032,All Cancer Types,d,158,,149,
2012Q2,S08000032,,SB0801,Lung,,368,,369,
2012Q2,S08000032,,SB0801,All Cancer Types,d,368,,369,
2012Q2,S92000003,d,S08000015,Breast,,341,,332,
2012Q2,S92000003,d,S08000015,Cervical,,203,,203,
2012Q2,S92000003,d,S08000015,Colorectal,,219,,204,
2012Q2,S92000003,d,S08000015,Head & Neck,,252,,240,
2012Q2,S92000003,d,S08000015,Lung,,257,,241,
2012Q2,S92000003,d,S08000015,Lymphoma,,284,,279,
2012Q2,S92000003,d,S08000015,Ovarian,,340,,331,
2012Q2,S92000003,d,S08000015,Upper GI,,135,,121,
2012Q2,S92000003,d,S08000015,Urological,,102,,78,
2012Q2,S92000003,d,S08000015,All Cancer Types,d,118,,107,
2012Q2,S92000003,d,S08000016,Breast,,17,,14,
2012Q2,S92000003,d,S08000016,Cervical,,1,,2,
2012Q2,S92000003,d,S08000016,Colorectal,,29,,24,
2012Q2,S92000003,d,S08000016,Head & Neck,,1,,2,
2012Q2,S92000003,d,S08000016,Lung,,368,,369,
2012Q2,S92000003,d,S08000016,Lymphoma,,203,,203,
2012Q2,S92000003,d,S08000016,Melanoma,,316,,306,
2012Q2,S92000003,d,S08000016,Ovarian,,203,,203,
2012Q2,S92000003,d,S08000016,Upper GI,,340,,331,
2012Q2,S92000003,d,S08000016,Urological,,59,,56,
2012Q2,S92000003,d,S08000016,All Cancer Types,d,334,,322,
2012Q2,S92000003,d,S08000017,Breast,,17,,14,
2012Q2,S92000003,d,S08000017,Colorectal,,91,,88,
2012Q2,S92000003,d,S08000017,Head & Neck,,1,,2,
2012Q2,S92000003,d,S08000017,Lung,,102,,99,
2012Q2,S92000003,d,S08000017,Lymphoma,,203,,203,
2012Q2,S92000003,d,S08000017,Melanoma,,203,,203,
2012Q2,S92000003,d,S08000017,Ovarian,,1,,2,
2012Q2,S92000003,d,S08000017,Upper GI,,316,,306,
2012Q2,S92000003,d,S08000017,Urological,,2,,388,
2012Q2,S92000003,d,S08000017,All Cancer Types,d,347,,335,
2012Q2,S92000003,d,S08000019,Breast,,285,,267,
2012Q2,S92000003,d,S08000019,Cervical,,1,,2,
2012Q2,S92000003,d,S08000019,Colorectal,,233,,217,
2012Q2,S92000003,d,S08000019,Head & Neck,,252,,240,
2012Q2,S92000003,d,S08000019,Lung,,114,,110,
2012Q2,S92000003,d,S08000019,Lymphoma,,284,,279,
2012Q2,S92000003,d,S08000019,Melanoma,,316,,279,
2012Q2,S92000003,d,S08000019,Ovarian,,1,,2,
2012Q2,S92000003,d,S08000019,Upper GI,,81,,78,
2012Q2,S92000003,d,S08000019,Urological,,223,,204,
2012Q2,S92000003,d,S08000019,All Cancer Types,d,84,,70,
2012Q2,S92000003,d,S08000020,Breast,,369,,370,
2012Q2,S92000003,d,S08000020,Cervical,,340,,331,
2012Q2,S92000003,d,S08000020,Colorectal,,347,,310,
2012Q2,S92000003,d,S08000020,Head & Neck,,340,,306,
2012Q2,S92000003,d,S08000020,Lung,,306,,297,
2012Q2,S92000003,d,S08000020,Lymphoma,,114,,67,
2012Q2,S92000003,d,S08000020,Melanoma,,396,,388,
2012Q2,S92000003,d,S08000020,Ovarian,,368,,331,
2012Q2,S92000003,d,S08000020,Upper GI,,204,,204,
2012Q2,S92000003,d,S08000020,Urological,,253,,241,
2012Q2,S92000003,d,S08000020,All Cancer Types,d,222,,213,
2012Q2,S92000003,d,S08000022,Breast,,257,,243,
2012Q2,S92000003,d,S08000022,Cervical,,113,,109,
2012Q2,S92000003,d,S08000022,Colorectal,,211,,195,
2012Q2,S92000003,d,S08000022,Head & Neck,,252,,240,
2012Q2,S92000003,d,S08000022,Lung,,228,,226,
2012Q2,S92000003,d,S08000022,Lymphoma,,368,,369,
2012Q2,S92000003,d,S08000022,Melanoma,,203,,203,
2012Q2,S92000003,d,S08000022,Ovarian,,252,,240,
2012Q2,S92000003,d,S08000022,Upper GI,,81,,78,
2012Q2,S92000003,d,S08000022,Urological,,114,,88,
2012Q2,S92000003,d,S08000022,All Cancer Types,d,75,,68,
2012Q2,S92000003,d,S08000024,Breast,,71,,68,
2012Q2,S92000003,d,S08000024,Cervical,,252,,109,
2012Q2,S92000003,d,S08000024,Colorectal,,8,,389,
2012Q2,S92000003,d,S08000024,Head & Neck,,223,,195,
2012Q2,S92000003,d,S08000024,Lung,,24,,4,
2012Q2,S92000003,d,S08000024,Lymphoma,,102,,99,
2012Q2,S92000003,d,S08000024,Melanoma,,166,,161,
2012Q2,S92000003,d,S08000024,Ovarian,,135,,132,
2012Q2,S92000003,d,S08000024,Upper GI,,338,,322,
2012Q2,S92000003,d,S08000024,Urological,,359,,311,
2012Q2,S92000003,d,S08000024,All Cancer Types,d,325,,301,
2012Q2,S92000003,d,S08000025,Breast,,1,,2,
2012Q2,S92000003,d,S08000025,Upper GI,,113,,109,
2012Q2,S92000003,d,S08000025,All Cancer Types,d,203,,203,
2012Q2,S92000003,d,S08000026,Breast,,1,,2,
2012Q2,S92000003,d,S08000026,Lymphoma,,1,,2,
2012Q2,S92000003,d,S08000026,Melanoma,,1,,2,
2012Q2,S92000003,d,S08000026,Urological,,203,,203,
2012Q2,S92000003,d,S08000026,All Cancer Types,d,316,,306,
2012Q2,S92000003,d,S08000028,Colorectal,,252,,240,
2012Q2,S92000003,d,S08000028,Head & Neck,,1,,2,
2012Q2,S92000003,d,S08000028,Lung,,1,,2,
2012Q2,S92000003,d,S08000028,Ovarian,,1,,2,
2012Q2,S92000003,d,S08000028,All Cancer Types,d,340,,331,
2012Q2,S92000003,d,S08000029,Breast,,145,,143,
2012Q2,S92000003,d,S08000029,Colorectal,,166,,110,
2012Q2,S92000003,d,S08000029,Head & Neck,,1,,2,
2012Q2,S92000003,d,S08000029,Lung,,198,,187,
2012Q2,S92000003,d,S08000029,Lymphoma,,203,,203,
2012Q2,S92000003,d,S08000029,Melanoma,,203,,203,
2012Q2,S92000003,d,S08000029,Ovarian,,113,,109,
2012Q2,S92000003,d,S08000029,Upper GI,,59,,56,
2012Q2,S92000003,d,S08000029,Urological,,166,,143,
2012Q2,S92000003,d,S08000029,All Cancer Types,d,36,,22,
2012Q2,S92000003,d,S08000030,Breast,,338,,328,
2012Q2,S92000003,d,S08000030,Cervical,,113,,109,
2012Q2,S92000003,d,S08000030,Colorectal,,198,,161,
2012Q2,S92000003,d,S08000030,Head & Neck,,340,,331,
2012Q2,S92000003,d,S08000030,Lung,,269,,258,
2012Q2,S92000003,d,S08000030,Lymphoma,,1,,2,
2012Q2,S92000003,d,S08000030,Melanoma,,340,,331,
2012Q2,S92000003,d,S08000030,Ovarian,,252,,240,
2012Q2,S92000003,d,S08000030,Upper GI,,190,,187,
2012Q2,S92000003,d,S08000030,Urological,,198,,170,
2012Q2,S92000003,d,S08000030,All Cancer Types,d,137,,126,
2012Q2,S92000003,d,S08000031,Breast,,143,,140,
2012Q2,S92000003,d,S08000031,Cervical,,284,,279,
2012Q2,S92000003,d,S08000031,Colorectal,,24,,5,
2012Q2,S92000003,d,S08000031,Head & Neck,,285,,273,
2012Q2,S92000003,d,S08000031,Lung,,93,,85,
2012Q2,S92000003,d,S08000031,Lymphoma,,70,,67,
2012Q2,S92000003,d,S08000031,Melanoma,,271,,254,
2012Q2,S92000003,d,S08000031,Ovarian,,29,,24,
2012Q2,S92000003,d,S08000031,Upper GI,,383,,368,
2012Q2,S92000003,d,S08000031,Urological,,15,,6,
2012Q2,S92000003,d,S08000031,All Cancer Types,d,382,,373,
2012Q2,S92000003,d,S08000032,Breast,,332,,320,
2012Q2,S92000003,d,S08000032,Cervical,,1,,2,
2012Q2,S92000003,d,S08000032,Colorectal,,278,,254,
2012Q2,S92000003,d,S08000032,Head & Neck,,2,,3,
2012Q2,S92000003,d,S08000032,Lung,,285,,280,
2012Q2,S92000003,d,S08000032,Lymphoma,,368,,369,
2012Q2,S92000003,d,S08000032,Melanoma,,2,,3,
2012Q2,S92000003,d,S08000032,Ovarian,,1,,2,
2012Q2,S92000003,d,S08000032,Upper GI,,156,,153,
2012Q2,S92000003,d,S08000032,Urological,,211,,195,
2012Q2,S92000003,d,S08000032,All Cancer Types,d,165,,157,
2012Q2,S92000003,d,SB0801,Lung,,240,,217,
2012Q2,S92000003,d,SB0801,Urological,,1,,2,
2012Q2,S92000003,d,SB0801,All Cancer Types,d,243,,222,
2012Q3,S08000015,,S08000015,Breast,,363,,368,
2012Q3,S08000015,,S08000015,Cervical,,284,,240,
2012Q3,S08000015,,S08000015,Colorectal,,175,,132,
2012Q3,S08000015,,S08000015,Head & Neck,,203,,203,
2012Q3,S08000015,,S08000015,Lung,,223,,222,
2012Q3,S08000015,,S08000015,Lymphoma,,284,,279,
2012Q3,S08000015,,S08000015,Melanoma,,340,,331,
2012Q3,S08000015,,S08000015,Ovarian,,316,,306,
2012Q3,S08000015,,S08000015,Upper GI,,81,,78,
2012Q3,S08000015,,S08000015,Urological,,114,,99,
2012Q3,S08000015,,S08000015,All Cancer Types,d,116,,105,
2012Q3,S08000015,,S08000017,Breast,,113,,109,
2012Q3,S08000015,,S08000017,All Cancer Types,d,113,,109,
2012Q3,S08000015,,S08000031,Breast,,1,,2,
2012Q3,S08000015,,S08000031,Colorectal,,203,,109,
2012Q3,S08000015,,S08000031,Head & Neck,,203,,109,
2012Q3,S08000015,,S08000031,Lung,,48,,45,
2012Q3,S08000015,,S08000031,Melanoma,,1,,2,
2012Q3,S08000015,,S08000031,Ovarian,,316,,306,
2012Q3,S08000015,,S08000031,Upper GI,,284,,240,
2012Q3,S08000015,,S08000031,Urological,,1,,2,
2012Q3,S08000015,,S08000031,All Cancer Types,d,228,,211,
2012Q3,S08000015,,SB0801,Lung,,113,,2,
2012Q3,S08000015,,SB0801,All Cancer Types,d,113,,2,
2012Q3,S08000016,,S08000016,Breast,,17,,14,
2012Q3,S08000016,,S08000016,Colorectal,,29,,24,
2012Q3,S08000016,,S08000016,Head & Neck,,113,,109,
2012Q3,S08000016,,S08000016,Lung,,368,,369,
2012Q3,S08000016,,S08000016,Lymphoma,,316,,306,
2012Q3,S08000016,,S08000016,Ovarian,,203,,203,
2012Q3,S08000016,,S08000016,Upper GI,,316,,306,
2012Q3,S08000016,,S08000016,Urological,,91,,88,
2012Q3,S08000016,,S08000016,All Cancer Types,d,332,,320,
2012Q3,S08000016,,S08000024,Cervical,,1,,2,
2012Q3,S08000016,,S08000024,Colorectal,,113,,2,
2012Q3,S08000016,,S08000024,Head & Neck,,113,,109,
2012Q3,S08000016,,S08000024,Lung,,1,,2,
2012Q3,S08000016,,S08000024,Upper GI,,1,,2,
2012Q3,S08000016,,S08000024,Urological,,1,,2,
2012Q3,S08000016,,S08000024,All Cancer Types,d,368,,331,
2012Q3,S08000017,,S08000017,Breast,,145,,143,
2012Q3,S08000017,,S08000017,Cervical,,1,,2,
2012Q3,S08000017,,S08000017,Colorectal,,135,,121,
2012Q3,S08000017,,S08000017,Head & Neck,,1,,2,
2012Q3,S08000017,,S08000017,Lung,,368,,331,
2012Q3,S08000017,,S08000017,Lymphoma,,284,,279,
2012Q3,S08000017,,S08000017,Melanoma,,340,,331,
2012Q3,S08000017,,S08000017,Ovarian,,113,,109,
2012Q3,S08000017,,S08000017,Upper GI,,29,,24,
2012Q3,S08000017,,S08000017,Urological,,135,,121,
2012Q3,S08000017,,S08000017,All Cancer Types,d,7,,4,
2012Q3,S08000017,,S08000024,Cervical,,1,,1,
2012Q3,S08000017,,S08000024,Colorectal,,1,,2,
2012Q3,S08000017,,S08000024,Head & Neck,,203,,203,
2012Q3,S08000017,,S08000024,Lung,,203,,203,
2012Q3,S08000017,,S08000024,Ovarian,,1,,2,
2012Q3,S08000017,,S08000024,Upper GI,,203,,203,
2012Q3,S08000017,,S08000024,Urological,,252,,240,
2012Q3,S08000017,,S08000024,All Cancer Types,d,70,,56,
2012Q3,S08000017,,S08000031,Lung,,1,,2,
2012Q3,S08000017,,S08000031,All Cancer Types,d,1,,2,
2012Q3,S08000017,,SB0801,Lung,,113,,109,
2012Q3,S08000017,,SB0801,All Cancer Types,d,113,,109,
2012Q3,S08000019,,S08000019,Breast,,219,,211,
2012Q3,S08000019,,S08000019,Cervical,,1,,2,
2012Q3,S08000019,,S08000019,Colorectal,,91,,67,
2012Q3,S08000019,,S08000019,Head & Neck,,316,,306,
2012Q3,S08000019,,S08000019,Lung,,211,,211,
2012Q3,S08000019,,S08000019,Lymphoma,,252,,240,
2012Q3,S08000019,,S08000019,Melanoma,,368,,369,
2012Q3,S08000019,,S08000019,Ovarian,,1,,2,
2012Q3,S08000019,,S08000019,Upper GI,,166,,161,
2012Q3,S08000019,,S08000019,Urological,,198,,161,
2012Q3,S08000019,,S08000019,All Cancer Types,d,65,,54,
2012Q3,S08000019,,S08000030,Upper GI,,1,,2,
2012Q3,S08000019,,S08000030,All Cancer Types,d,1,,2,
2012Q3,S08000019,,S08000031,Breast,,113,,2,
2012Q3,S08000019,,S08000031,Cervical,,1,,2,
2012Q3,S08000019,,S08000031,Colorectal,,284,,203,
2012Q3,S08000019,,S08000031,Head & Neck,,203,,2,
2012Q3,S08000019,,S08000031,Lung,,17,,3,
2012Q3,S08000019,,S08000031,Melanoma,,1,,2,
2012Q3,S08000019,,S08000031,Ovarian,,113,,109,
2012Q3,S08000019,,S08000031,Upper GI,,203,,203,
2012Q3,S08000019,,S08000031,Urological,,1,,2,
2012Q3,S08000019,,S08000031,All Cancer Types,d,198,,143,
2012Q3,S08000019,,SB0801,Lung,,252,,240,
2012Q3,S08000019,,SB0801,All Cancer Types,d,252,,240,
2012Q3,S08000020,,S08000020,Breast,,386,,381,
2012Q3,S08000020,,S08000020,Cervical,,284,,279,
2012Q3,S08000020,,S08000020,Colorectal,,324,,258,
2012Q3,S08000020,,S08000020,Head & Neck,,368,,331,
2012Q3,S08000020,,S08000020,Lung,,329,,302,
2012Q3,S08000020,,S08000020,Lymphoma,,2,,331,
2012Q3,S08000020,,S08000020,Melanoma,,396,,388,
2012Q3,S08000020,,S08000020,Ovarian,,203,,203,
2012Q3,S08000020,,S08000020,Upper GI,,156,,132,
2012Q3,S08000020,,S08000020,Urological,,236,,217,
2012Q3,S08000020,,S08000020,All Cancer Types,d,210,,183,
2012Q3,S08000020,,S08000024,Urological,,1,,1,
2012Q3,S08000020,,S08000024,All Cancer Types,d,1,,1,
2012Q3,S08000020,,S08000025,Breast,,113,,109,
2012Q3,S08000020,,S08000025,All Cancer Types,d,113,,109,
2012Q3,S08000022,,S08000022,Breast,,306,,297,
2012Q3,S08000022,,S08000022,Colorectal,,135,,121,
2012Q3,S08000022,,S08000022,Head & Neck,,368,,369,
2012Q3,S08000022,,S08000022,Lung,,219,,217,
2012Q3,S08000022,,S08000022,Lymphoma,,2,,388,
2012Q3,S08000022,,S08000022,Melanoma,,102,,99,
2012Q3,S08000022,,S08000022,Ovarian,,252,,240,
2012Q3,S08000022,,S08000022,Upper GI,,70,,34,
2012Q3,S08000022,,S08000022,Urological,,114,,99,
2012Q3,S08000022,,S08000022,All Cancer Types,d,99,,90,
2012Q3,S08000022,,S08000024,Urological,,113,,109,
2012Q3,S08000022,,S08000024,All Cancer Types,d,113,,109,
2012Q3,S08000022,,S08000031,Lung,,252,,203,
2012Q3,S08000022,,S08000031,Lymphoma,,113,,109,
2012Q3,S08000022,,S08000031,Upper GI,,1,,2,
2012Q3,S08000022,,S08000031,Urological,,113,,109,
2012Q3,S08000022,,S08000031,All Cancer Types,d,396,,369,
2012Q3,S08000022,,SB0801,Lung,,1,,2,
2012Q3,S08000022,,SB0801,All Cancer Types,d,1,,2,
2012Q3,S08000024,,S08000019,Breast,,1,,2,
2012Q3,S08000024,,S08000019,All Cancer Types,d,1,,2,
2012Q3,S08000024,,S08000024,Breast,,51,,48,
2012Q3,S08000024,,S08000024,Cervical,,2,,388,
2012Q3,S08000024,,S08000024,Colorectal,,404,,347,
2012Q3,S08000024,,S08000024,Head & Neck,,91,,45,
2012Q3,S08000024,,S08000024,Lung,,379,,368,
2012Q3,S08000024,,S08000024,Lymphoma,,135,,121,
2012Q3,S08000024,,S08000024,Melanoma,,102,,99,
2012Q3,S08000024,,S08000024,Ovarian,,2,,3,
2012Q3,S08000024,,S08000024,Upper GI,,261,,243,
2012Q3,S08000024,,S08000024,Urological,,369,,320,
2012Q3,S08000024,,S08000024,All Cancer Types,d,291,,270,
2012Q3,S08000025,,S08000020,Lung,,1,,2,
2012Q3,S08000025,,S08000020,Lymphoma,,1,,1,
2012Q3,S08000025,,S08000020,Urological,,113,,109,
2012Q3,S08000025,,S08000020,All Cancer Types,d,252,,203,
2012Q3,S08000025,,S08000025,Colorectal,,1,,2,
2012Q3,S08000025,,S08000025,All Cancer Types,d,1,,2,
2012Q3,S08000026,,S08000020,Colorectal,,1,,2,
2012Q3,S08000026,,S08000020,Lung,,203,,203,
2012Q3,S08000026,,S08000020,Ovarian,,1,,2,
2012Q3,S08000026,,S08000020,Upper GI,,1,,2,
2012Q3,S08000026,,S08000020,All Cancer Types,d,316,,306,
2012Q3,S08000026,,S08000026,Breast,,284,,279,
2012Q3,S08000026,,S08000026,Upper GI,,1,,2,
2012Q3,S08000026,,S08000026,All Cancer Types,d,316,,306,
2012Q3,S08000028,,S08000022,Colorectal,,113,,109,
2012Q3,S08000028,,S08000022,Head & Neck,,1,,2,
2012Q3,S08000028,,S08000022,Lung,,113,,109,
2012Q3,S08000028,,S08000022,All Cancer Types,d,284,,279,
2012Q3,S08000028,,S08000028,Colorectal,,252,,240,
2012Q3,S08000028,,S08000028,Lung,,113,,109,
2012Q3,S08000028,,S08000028,Urological,,113,,109,
2012Q3,S08000028,,S08000028,All Cancer Types,d,368,,369,
2012Q3,S08000028,,S08000031,Cervical,,1,,2,
2012Q3,S08000028,,S08000031,All Cancer Types,d,1,,2,
2012Q3,S08000029,,S08000024,Breast,,113,,109,
2012Q3,S08000029,,S08000024,Cervical,,1,,1,
2012Q3,S08000029,,S08000024,Colorectal,,113,,109,
2012Q3,S08000029,,S08000024,Head & Neck,,203,,109,
2012Q3,S08000029,,S08000024,Lung,,102,,24,
