"MonthEnding","HBT","DiagnosticTestType","DiagnosticTestDescription","NumberOnList","NumberOnListQF","NumberWaitingOverFourWeeks","NumberWaitingOverFourWeeksQF","NumberWaitingOverSixWeeks","NumberWaitingOverSixWeeksQF"
"20080531","S08000016","Endoscopy","All Endoscopy",123,"d",5,"d",1,"d"
"20080630","S08000016","Endoscopy","All Endoscopy",146,"d",1,"d",0,"d"
"20080731","S08000016","Endoscopy","All Endoscopy",106,"d",4,"d",0,"d"
"20080831","S08000016","Endoscopy","All Endoscopy",97,"d",7,"d",1,"d"
"20080930","S08000016","Endoscopy","All Endoscopy",97,"d",7,"d",0,"d"
"20081031","S08000016","Endoscopy","All Endoscopy",102,"d",9,"d",4,"d"
"20081130","S08000016","Endoscopy","All Endoscopy",80,"d",0,"d",0,"d"
"20081231","S08000016","Endoscopy","All Endoscopy",82,"d",7,"d",0,"d"
"20090131","S08000016","Endoscopy","All Endoscopy",64,"d",3,"d",3,"d"
"20090228","S08000016","Endoscopy","All Endoscopy",23,"d",1,"d",0,"d"
"20090331","S08000016","Endoscopy","All Endoscopy",114,"d",0,"d",0,"d"
"20090430","S08000016","Endoscopy","All Endoscopy",95,"d",3,"d",0,"d"
"20090531","S08000016","Endoscopy","All Endoscopy",84,"d",3,"d",0,"d"
"20090630","S08000016","Endoscopy","All Endoscopy",90,"d",0,"d",0,"d"
"20090731","S08000016","Endoscopy","All Endoscopy",80,"d",0,"d",0,"d"
"20090831","S08000016","Endoscopy","All Endoscopy",121,"d",0,"d",0,"d"
"20090930","S08000016","Endoscopy","All Endoscopy",86,"d",0,"d",0,"d"
"20091031","S08000016","Endoscopy","All Endoscopy",84,"d",0,"d",0,"d"
"20091130","S08000016","Endoscopy","All Endoscopy",80,"d",0,"d",0,"d"
"20091231","S08000016","Endoscopy","All Endoscopy",106,"d",0,"d",0,"d"
"20100131","S08000016","Endoscopy","All Endoscopy",106,"d",0,"d",0,"d"
"20100228","S08000016","Endoscopy","All Endoscopy",123,"d",2,"d",0,"d"
"20100331","S08000016","Endoscopy","All Endoscopy",145,"d",0,"d",0,"d"
"20100430","S08000016","Endoscopy","All Endoscopy",117,"d",6,"d",0,"d"
"20100531","S08000016","Endoscopy","All Endoscopy",114,"d",3,"d",0,"d"
"20100630","S08000016","Endoscopy","All Endoscopy",101,"d",1,"d",0,"d"
"20100731","S08000016","Endoscopy","All Endoscopy",99,"d",1,"d",0,"d"
"20100831","S08000016","Endoscopy","All Endoscopy",104,"d",1,"d",0,"d"
"20100930","S08000016","Endoscopy","All Endoscopy",114,"d",4,"d",0,"d"
"20101031","S08000016","Endoscopy","All Endoscopy",104,"d",7,"d",2,"d"
"20101130","S08000016","Endoscopy","All Endoscopy",144,"d",0,"d",0,"d"
"20101231","S08000016","Endoscopy","All Endoscopy",152,"d",0,"d",0,"d"
"20110131","S08000016","Endoscopy","All Endoscopy",167,"d",3,"d",0,"d"
"20110228","S08000016","Endoscopy","All Endoscopy",167,"d",7,"d",4,"d"
"20110331","S08000016","Endoscopy","All Endoscopy",183,"d",3,"d",0,"d"
"20110430","S08000016","Endoscopy","All Endoscopy",135,"d",5,"d",0,"d"
"20110531","S08000016","Endoscopy","All Endoscopy",139,"d",1,"d",0,"d"
"20110630","S08000016","Endoscopy","All Endoscopy",129,"d",5,"d",0,"d"
"20110731","S08000016","Endoscopy","All Endoscopy",138,"d",6,"d",2,"d"
"20110831","S08000016","Endoscopy","All Endoscopy",128,"d",11,"d",2,"d"
"20110930","S08000016","Endoscopy","All Endoscopy",121,"d",9,"d",0,"d"
"20111031","S08000016","Endoscopy","All Endoscopy",104,"d",2,"d",0,"d"
"20111130","S08000016","Endoscopy","All Endoscopy",96,"d",0,"d",0,"d"
"20111231","S08000016","Endoscopy","All Endoscopy",59,"d",3,"d",1,"d"
"20120131","S08000016","Endoscopy","All Endoscopy",45,"d",0,"d",0,"d"
"20120229","S08000016","Endoscopy","All Endoscopy",70,"d",1,"d",0,"d"
"20120331","S08000016","Endoscopy","All Endoscopy",127,"d",1,"d",1,"d"
"20120430","S08000016","Endoscopy","All Endoscopy",121,"d",3,"d",0,"d"
"20120531","S08000016","Endoscopy","All Endoscopy",81,"d",2,"d",0,"d"
"20120630","S08000016","Endoscopy","All Endoscopy",105,"d",3,"d",0,"d"
"20120731","S08000016","Endoscopy","All Endoscopy",75,"d",3,"d",1,"d"
"20120831","S08000016","Endoscopy","All Endoscopy",96,"d",4,"d",1,"d"
"20120930","S08000016","Endoscopy","All Endoscopy",117,"d",8,"d",0,"d"
"20121031","S08000016","Endoscopy","All Endoscopy",97,"d",11,"d",0,"d"
"20121130","S08000016","Endoscopy","All Endoscopy",129,"d",4,"d",0,"d"
"20121231","S08000016","Endoscopy","All Endoscopy",133,"d",12,"d",0,"d"
"20130131","S08000016","Endoscopy","All Endoscopy",103,"d",4,"d",0,"d"
"20130228","S08000016","Endoscopy","All Endoscopy",140,"d",12,"d",1,"d"
"20130331","S08000016","Endoscopy","All Endoscopy",140,"d",17,"d",3,"d"
"20130430","S08000016","Endoscopy","All Endoscopy",141,"d",16,"d",0,"d"
"20130531","S08000016","Endoscopy","All Endoscopy",165,"d",7,"d",1,"d"
"20130630","S08000016","Endoscopy","All Endoscopy",196,"d",15,"d",0,"d"
"20130731","S08000016","Endoscopy","All Endoscopy",166,"d",13,"d",0,"d"
"20130831","S08000016","Endoscopy","All Endoscopy",134,"d",12,"d",1,"d"
"20130930","S08000016","Endoscopy","All Endoscopy",163,"d",5,"d",0,"d"
"20131031","S08000016","Endoscopy","All Endoscopy",172,"d",5,"d",0,"d"
"20131130","S08000016","Endoscopy","All Endoscopy",116,"d",7,"d",0,"d"
"20131231","S08000016","Endoscopy","All Endoscopy",134,"d",9,"d",1,"d"
"20140131","S08000016","Endoscopy","All Endoscopy",114,"d",0,"d",0,"d"
"20140228","S08000016","Endoscopy","All Endoscopy",117,"d",0,"d",0,"d"
"20140331","S08000016","Endoscopy","All Endoscopy",143,"d",6,"d",2,"d"
"20140430","S08000016","Endoscopy","All Endoscopy",138,"d",7,"d",1,"d"
"20140531","S08000016","Endoscopy","All Endoscopy",132,"d",12,"d",0,"d"
"20140630","S08000016","Endoscopy","All Endoscopy",147,"d",16,"d",0,"d"
"20140731","S08000016","Endoscopy","All Endoscopy",156,"d",23,"d",2,"d"
"20140831","S08000016","Endoscopy","All Endoscopy",140,"d",25,"d",1,"d"
"20140930","S08000016","Endoscopy","All Endoscopy",153,"d",7,"d",1,"d"
"20141031","S08000016","Endoscopy","All Endoscopy",200,"d",32,"d",6,"d"
"20141130","S08000016","Endoscopy","All Endoscopy",218,"d",22,"d",2,"d"
"20141231","S08000016","Endoscopy","All Endoscopy",218,"d",69,"d",21,"d"
"20150131","S08000016","Endoscopy","All Endoscopy",206,"d",38,"d",23,"d"
"20150228","S08000016","Endoscopy","All Endoscopy",188,"d",9,"d",0,"d"
"20150331","S08000016","Endoscopy","All Endoscopy",208,"d",13,"d",0,"d"
"20150430","S08000016","Endoscopy","All Endoscopy",186,"d",28,"d",1,"d"
"20150531","S08000016","Endoscopy","All Endoscopy",205,"d",20,"d",0,"d"
"20150630","S08000016","Endoscopy","All Endoscopy",190,"d",25,"d",2,"d"
"20150731","S08000016","Endoscopy","All Endoscopy",188,"d",61,"d",11,"d"
"20150831","S08000016","Endoscopy","All Endoscopy",225,"d",39,"d",5,"d"
"20150930","S08000016","Endoscopy","All Endoscopy",266,"d",69,"d",14,"d"
"20151031","S08000016","Endoscopy","All Endoscopy",236,"d",67,"d",14,"d"
"20151130","S08000016","Endoscopy","All Endoscopy",172,"d",32,"d",9,"d"
"20151231","S08000016","Endoscopy","All Endoscopy",265,"d",37,"d",6,"d"
"20160131","S08000016","Endoscopy","All Endoscopy",224,"d",49,"d",2,"d"
"20160229","S08000016","Endoscopy","All Endoscopy",231,"d",19,"d",0,"d"
"20160331","S08000016","Endoscopy","All Endoscopy",272,"d",59,"d",14,"d"
"20160430","S08000016","Endoscopy","All Endoscopy",180,"d",54,"d",20,"d"
"20160531","S08000016","Endoscopy","All Endoscopy",247,"d",65,"d",9,"d"
"20160630","S08000016","Endoscopy","All Endoscopy",244,"d",64,"d",23,"d"
"20160731","S08000016","Endoscopy","All Endoscopy",159,"d",36,"d",13,"d"
"20160831","S08000016","Endoscopy","All Endoscopy",124,"d",41,"d",26,"d"
"20160930","S08000016","Endoscopy","All Endoscopy",284,"d",68,"d",28,"d"
"20161031","S08000016","Endoscopy","All Endoscopy",238,"d",63,"d",27,"d"
"20161130","S08000016","Endoscopy","All Endoscopy",180,"d",40,"d",17,"d"
"20161231","S08000016","Endoscopy","All Endoscopy",188,"d",42,"d",8,"d"
"20170131","S08000016","Endoscopy","All Endoscopy",153,"d",52,"d",33,"d"
"20170228","S08000016","Endoscopy","All Endoscopy",213,"d",52,"d",29,"d"
"20170331","S08000016","Endoscopy","All Endoscopy",227,"d",34,"d",6,"d"
"20170430","S08000016","Endoscopy","All Endoscopy",214,"d",64,"d",36,"d"
"20170531","S08000016","Endoscopy","All Endoscopy",172,"d",32,"d",18,"d"
"20170630","S08000016","Endoscopy","All Endoscopy",134,"d",12,"d",6,"d"
"20170731","S08000016","Endoscopy","All Endoscopy",155,"d",11,"d",7,"d"
"20170831","S08000016","Endoscopy","All Endoscopy",113,"d",2,"d",0,"d"
"20170930","S08000016","Endoscopy","All Endoscopy",132,"d",6,"d",0,"d"
"20171031","S08000016","Endoscopy","All Endoscopy",123,"d",5,"d",1,"d"
"20171130","S08000016","Endoscopy","All Endoscopy",126,"d",2,"d",0,"d"
"20171231","S08000016","Endoscopy","All Endoscopy",82,"d",2,"d",0,"d"
"20180131","S08000016","Endoscopy","All Endoscopy",144,"d",2,"d",1,"d"
"20180228","S08000016","Endoscopy","All Endoscopy",159,"d",5,"d",0,"d"
"20180331","S08000016","Endoscopy","All Endoscopy",192,"d",22,"d",7,"d"
"20180430","S08000016","Endoscopy","All Endoscopy",201,"d",27,"d",0,"d"
"20180531","S08000016","Endoscopy","All Endoscopy",259,"d",49,"d",8,"d"
"20180630","S08000016","Endoscopy","All Endoscopy",231,"d",68,"d",24,"d"
"20180731","S08000016","Endoscopy","All Endoscopy",198,"d",58,"d",23,"d"
"20180831","S08000016","Endoscopy","All Endoscopy",231,"d",82,"d",46,"d"
"20180930","S08000016","Endoscopy","All Endoscopy",236,"d",77,"d",38,"d"
"20181031","S08000016","Endoscopy","All Endoscopy",287,"d",65,"d",42,"d"
"20181130","S08000016","Endoscopy","All Endoscopy",181,"d",45,"d",20,"d"
"20181231","S08000016","Endoscopy","All Endoscopy",258,"d",85,"d",41,"d"
"20190131","S08000016","Endoscopy","All Endoscopy",159,"d",22,"d",13,"d"
"20190228","S08000016","Endoscopy","All Endoscopy",199,"d",13,"d",0,"d"
"20190331","S08000016","Endoscopy","All Endoscopy",164,"d",15,"d",1,"d"
"20190430","S08000016","Endoscopy","All Endoscopy",208,"d",39,"d",7,"d"
"20190531","S08000016","Endoscopy","All Endoscopy",199,"d",38,"d",10,"d"
"20190630","S08000016","Endoscopy","All Endoscopy",183,"d",43,"d",5,"d"
"20190731","S08000016","Endoscopy","All Endoscopy",197,"d",33,"d",4,"d"
"20190831","S08000016","Endoscopy","All Endoscopy",170,"d",28,"d",17,"d"
"20190930","S08000016","Endoscopy","All Endoscopy",201,"d",19,"d",2,"d"
"20191031","S08000016","Endoscopy","All Endoscopy",239,"d",51,"d",19,"d"
"20191130","S08000016","Endoscopy","All Endoscopy",216,"d",58,"d",18,"d"
"20191231","S08000016","Endoscopy","All Endoscopy",238,"d",85,"d",41,"d"
"20200131","S08000016","Endoscopy","All Endoscopy",241,"d",70,"d",50,"d"
"20200229","S08000016","Endoscopy","All Endoscopy",241,"d",78,"d",33,"d"
"20200331","S08000016","Endoscopy","All Endoscopy",180,"d",67,"d",32,"d"
"20200430","S08000016","Endoscopy","All Endoscopy",189,"d",135,"d",94,"d"
"20200531","S08000016","Endoscopy","All Endoscopy",139,"d",89,"d",84,"d"
"20200630","S08000016","Endoscopy","All Endoscopy",150,"d",77,"d",65,"d"
"20200731","S08000016","Endoscopy","All Endoscopy",176,"d",87,"d",72,"d"
"20200831","S08000016","Endoscopy","All Endoscopy",215,"d",114,"d",96,"d"
"20200930","S08000016","Endoscopy","All Endoscopy",228,"d",116,"d",97,"d"
"20201031","S08000016","Endoscopy","All Endoscopy",223,"d",137,"d",118,"d"
"20201130","S08000016","Endoscopy","All Endoscopy",251,"d",128,"d",115,"d"
"20201231","S08000016","Endoscopy","All Endoscopy",298,"d",144,"d",115,"d"
"20210131","S08000016","Endoscopy","All Endoscopy",316,"d",180,"d",161,"d"
"20210228","S08000016","Endoscopy","All Endoscopy",328,"d",205,"d",157,"d"
"20210331","S08000016","Endoscopy","All Endoscopy",357,"d",196,"d",164,"d"
"20210430","S08000016","Endoscopy","All Endoscopy",395,"d",241,"d",185,"d"
"20210531","S08000016","Endoscopy","All Endoscopy",355,"d",217,"d",193,"d"
"20210630","S08000016","Endoscopy","All Endoscopy",365,"d",213,"d",194,"d"
"20210731","S08000016","Endoscopy","All Endoscopy",331,"d",233,"d",215,"d"
"20210831","S08000016","Endoscopy","All Endoscopy",334,"d",199,"d",186,"d"
"20210930","S08000016","Endoscopy","All Endoscopy",360,"d",229,"d",202,"d"
"20070930","S08000016","Imaging","All Imaging",0,"d",0,"d",0,"d"
"20071231","S08000016","Imaging","All Imaging",228,"d",47,"d",0,"d"
"20080131","S08000016","Imaging","All Imaging",194,"d",177,"d",87,"d"
"20080229","S08000016","Imaging","All Imaging",152,"d",83,"d",0,"d"
"20080331","S08000016","Imaging","All Imaging",315,"d",27,"d",16,"d"
"20080430","S08000016","Imaging","All Imaging",894,"d",70,"d",0,"d"
"20080531","S08000016","Imaging","All Imaging",1016,"d",35,"d",0,"d"
"20080630","S08000016","Imaging","All Imaging",786,"d",116,"d",17,"d"
"20080731","S08000016","Imaging","All Imaging",828,"d",118,"d",17,"d"
"20080831","S08000016","Imaging","All Imaging",776,"d",62,"d",3,"d"
"20080930","S08000016","Imaging","All Imaging",748,"d",44,"d",0,"d"
"20081031","S08000016","Imaging","All Imaging",649,"d",51,"d",0,"d"
"20081130","S08000016","Imaging","All Imaging",657,"d",34,"d",0,"d"
"20081231","S08000016","Imaging","All Imaging",492,"d",64,"d",2,"d"
"20090131","S08000016","Imaging","All Imaging",595,"d",34,"d",0,"d"
"20090228","S08000016","Imaging","All Imaging",765,"d",42,"d",0,"d"
"20090331","S08000016","Imaging","All Imaging",748,"d",25,"d",0,"d"
"20090430","S08000016","Imaging","All Imaging",651,"d",0,"d",0,"d"
"20090531","S08000016","Imaging","All Imaging",644,"d",0,"d",0,"d"
"20090630","S08000016","Imaging","All Imaging",630,"d",0,"d",0,"d"
"20090731","S08000016","Imaging","All Imaging",522,"d",2,"d",0,"d"
"20090831","S08000016","Imaging","All Imaging",636,"d",1,"d",0,"d"
"20090930","S08000016","Imaging","All Imaging",459,"d",0,"d",0,"d"
"20091031","S08000016","Imaging","All Imaging",408,"d",0,"d",0,"d"
"20091130","S08000016","Imaging","All Imaging",401,"d",0,"d",0,"d"
"20091231","S08000016","Imaging","All Imaging",340,"d",0,"d",0,"d"
"20100131","S08000016","Imaging","All Imaging",499,"d",0,"d",0,"d"
"20100228","S08000016","Imaging","All Imaging",525,"d",0,"d",0,"d"
"20100331","S08000016","Imaging","All Imaging",575,"d",0,"d",0,"d"
"20100430","S08000016","Imaging","All Imaging",440,"d",0,"d",0,"d"
"20100531","S08000016","Imaging","All Imaging",473,"d",0,"d",0,"d"
"20100630","S08000016","Imaging","All Imaging",448,"d",3,"d",0,"d"
"20100731","S08000016","Imaging","All Imaging",512,"d",1,"d",0,"d"
"20100831","S08000016","Imaging","All Imaging",462,"d",0,"d",0,"d"
"20100930","S08000016","Imaging","All Imaging",601,"d",0,"d",0,"d"
"20101031","S08000016","Imaging","All Imaging",401,"d",1,"d",1,"d"
"20101130","S08000016","Imaging","All Imaging",295,"d",0,"d",0,"d"
"20101231","S08000016","Imaging","All Imaging",338,"d",1,"d",0,"d"
"20110131","S08000016","Imaging","All Imaging",355,"d",0,"d",0,"d"
"20110228","S08000016","Imaging","All Imaging",334,"d",0,"d",0,"d"
"20110331","S08000016","Imaging","All Imaging",507,"d",0,"d",0,"d"
"20110430","S08000016","Imaging","All Imaging",482,"d",0,"d",0,"d"
"20110531","S08000016","Imaging","All Imaging",386,"d",1,"d",1,"d"
"20110630","S08000016","Imaging","All Imaging",466,"d",0,"d",0,"d"
"20110731","S08000016","Imaging","All Imaging",397,"d",0,"d",0,"d"
"20110831","S08000016","Imaging","All Imaging",470,"d",0,"d",0,"d"
"20110930","S08000016","Imaging","All Imaging",453,"d",0,"d",0,"d"
"20111031","S08000016","Imaging","All Imaging",450,"d",0,"d",0,"d"
"20111130","S08000016","Imaging","All Imaging",514,"d",0,"d",0,"d"
"20111231","S08000016","Imaging","All Imaging",357,"d",0,"d",0,"d"
"20120131","S08000016","Imaging","All Imaging",548,"d",0,"d",0,"d"
"20120229","S08000016","Imaging","All Imaging",559,"d",0,"d",0,"d"
"20120331","S08000016","Imaging","All Imaging",622,"d",0,"d",0,"d"
"20120430","S08000016","Imaging","All Imaging",629,"d",1,"d",0,"d"
"20120531","S08000016","Imaging","All Imaging",533,"d",5,"d",0,"d"
"20120630","S08000016","Imaging","All Imaging",535,"d",1,"d",0,"d"
"20120731","S08000016","Imaging","All Imaging",471,"d",7,"d",0,"d"
"20120831","S08000016","Imaging","All Imaging",520,"d",2,"d",0,"d"
"20120930","S08000016","Imaging","All Imaging",580,"d",0,"d",0,"d"
"20121031","S08000016","Imaging","All Imaging",386,"d",0,"d",0,"d"
"20121130","S08000016","Imaging","All Imaging",423,"d",0,"d",0,"d"
"20121231","S08000016","Imaging","All Imaging",496,"d",35,"d",0,"d"
"20130131","S08000016","Imaging","All Imaging",527,"d",14,"d",5,"d"
"20130228","S08000016","Imaging","All Imaging",655,"d",6,"d",1,"d"
"20130331","S08000016","Imaging","All Imaging",718,"d",17,"d",3,"d"
"20130430","S08000016","Imaging","All Imaging",543,"d",40,"d",3,"d"
"20130531","S08000016","Imaging","All Imaging",658,"d",50,"d",1,"d"
"20130630","S08000016","Imaging","All Imaging",539,"d",39,"d",1,"d"
"20130731","S08000016","Imaging","All Imaging",507,"d",41,"d",1,"d"
"20130831","S08000016","Imaging","All Imaging",695,"d",47,"d",0,"d"
"20130930","S08000016","Imaging","All Imaging",793,"d",25,"d",0,"d"
"20131031","S08000016","Imaging","All Imaging",714,"d",67,"d",6,"d"
"20131130","S08000016","Imaging","All Imaging",550,"d",14,"d",0,"d"
"20131231","S08000016","Imaging","All Imaging",593,"d",63,"d",2,"d"
"20140131","S08000016","Imaging","All Imaging",768,"d",6,"d",0,"d"
"20140228","S08000016","Imaging","All Imaging",685,"d",14,"d",0,"d"
"20140331","S08000016","Imaging","All Imaging",642,"d",2,"d",0,"d"
"20140430","S08000016","Imaging","All Imaging",544,"d",0,"d",0,"d"
"20140531","S08000016","Imaging","All Imaging",488,"d",0,"d",0,"d"
"20140630","S08000016","Imaging","All Imaging",521,"d",0,"d",0,"d"
"20140731","S08000016","Imaging","All Imaging",704,"d",22,"d",0,"d"
"20140831","S08000016","Imaging","All Imaging",683,"d",5,"d",0,"d"
"20140930","S08000016","Imaging","All Imaging",683,"d",0,"d",0,"d"
"20141031","S08000016","Imaging","All Imaging",794,"d",63,"d",1,"d"
"20141130","S08000016","Imaging","All Imaging",727,"d",83,"d",1,"d"
"20141231","S08000016","Imaging","All Imaging",702,"d",101,"d",16,"d"
"20150131","S08000016","Imaging","All Imaging",674,"d",56,"d",11,"d"
"20150228","S08000016","Imaging","All Imaging",686,"d",3,"d",0,"d"
"20150331","S08000016","Imaging","All Imaging",755,"d",0,"d",0,"d"
"20150430","S08000016","Imaging","All Imaging",755,"d",0,"d",0,"d"
"20150531","S08000016","Imaging","All Imaging",676,"d",5,"d",0,"d"
"20150630","S08000016","Imaging","All Imaging",799,"d",22,"d",0,"d"
"20150731","S08000016","Imaging","All Imaging",1186,"d",395,"d",160,"d"
"20150831","S08000016","Imaging","All Imaging",1016,"d",108,"d",0,"d"
"20150930","S08000016","Imaging","All Imaging",802,"d",60,"d",1,"d"
"20151031","S08000016","Imaging","All Imaging",855,"d",75,"d",0,"d"
"20151130","S08000016","Imaging","All Imaging",924,"d",90,"d",0,"d"
"20151231","S08000016","Imaging","All Imaging",875,"d",60,"d",0,"d"
"20160131","S08000016","Imaging","All Imaging",911,"d",33,"d",8,"d"
"20160229","S08000016","Imaging","All Imaging",964,"d",35,"d",0,"d"
"20160331","S08000016","Imaging","All Imaging",1010,"d",106,"d",2,"d"
"20160430","S08000016","Imaging","All Imaging",994,"d",253,"d",34,"d"
"20160531","S08000016","Imaging","All Imaging",1143,"d",365,"d",75,"d"
"20160630","S08000016","Imaging","All Imaging",801,"d",101,"d",10,"d"
"20160731","S08000016","Imaging","All Imaging",732,"d",101,"d",7,"d"
"20160831","S08000016","Imaging","All Imaging",764,"d",11,"d",0,"d"
"20160930","S08000016","Imaging","All Imaging",836,"d",35,"d",0,"d"
"20161031","S08000016","Imaging","All Imaging",805,"d",78,"d",1,"d"
"20161130","S08000016","Imaging","All Imaging",832,"d",22,"d",1,"d"
"20161231","S08000016","Imaging","All Imaging",714,"d",14,"d",1,"d"
"20170131","S08000016","Imaging","All Imaging",846,"d",7,"d",1,"d"
"20170228","S08000016","Imaging","All Imaging",825,"d",43,"d",1,"d"
"20170331","S08000016","Imaging","All Imaging",970,"d",80,"d",0,"d"
"20170430","S08000016","Imaging","All Imaging",906,"d",132,"d",7,"d"
"20170531","S08000016","Imaging","All Imaging",979,"d",95,"d",18,"d"
"20170630","S08000016","Imaging","All Imaging",960,"d",142,"d",28,"d"
"20170731","S08000016","Imaging","All Imaging",1010,"d",215,"d",57,"d"
"20170831","S08000016","Imaging","All Imaging",1163,"d",227,"d",101,"d"
"20170930","S08000016","Imaging","All Imaging",1320,"d",425,"d",203,"d"
"20171031","S08000016","Imaging","All Imaging",1244,"d",459,"d",226,"d"
"20171130","S08000016","Imaging","All Imaging",1178,"d",383,"d",209,"d"
"20171231","S08000016","Imaging","All Imaging",1280,"d",472,"d",208,"d"
